,identifier,Alignment ID,Average Mz,Average Rt(min),duplicate_flag,adduct_flag,isotope_flag,isotope_phr,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,SA1,SA2,SA3,SA4,SA5,SB1,SB2,SB3,SB4,SB5
14920,26.48_487.26,17114,487.2573,26.481,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.76,SA5,487.25732:199737 488.26067:32244 489.26403:0,,168689.66,144947.55,185342.19,161191.08,199736.94,186268.64,144873.98,114386.32,101572.34,133267.67
14921,26.48_442.15,14920,442.1459,26.482,,,"Match #1263: 26.46_444.14 = [M+H+2] w/ R^2 = 0.604, dRT = 0.018, PHR = 0.613 +/- 0.057",0.6130480920016727,w/o MS2:Folic_Acid; LC-ESI-QTOF; MS2; CE,[M+H]+,similar chromatogram in higher mz_18217,0.6,False,,442.14697,C19H19N7O6,Glutamic acid and derivatives,OVBPIULPVIDEAO-UHFFFAOYNA-N,OC(=O)CCC(NC(=O)C1=CC=C(NCC2=NC3=C(NC(=N)N=C3O)N=C2)C=C1)C(O)=O,530,True,True,False,,False,False,,,99.5,,,,,7.35,SB1,442.14594:289158 443.14929:36159 444.15265:179274,,285508.34,270642.97,256241.06,271748.94,247787.06,289158.2,8894.96,17916.75,12387.21,0.0
14922,26.48_404.22,13062,404.2203,26.483,,,,,Unknown,[M+NH4]+,adduct linked to 12187_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,181.05,SB5,404.22031:5141413 405.22366:1199878 406.22702:164376,,4758794.5,4462472.0,4426354.0,4468023.0,4532661.5,4884403.0,4962427.5,5079771.5,4961266.0,5141413.0
14923,26.48_499.30,17653,499.2954,26.483,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,6.26,SB1,499.29538:476775 500.29873:126711 501.30209:0,,416844.16,391938.2,415833.28,380551.2,403788.34,476775.34,388628.28,313408.88,262284.0,303451.66
14924,26.48_409.18,13306,409.1764,26.484,,,,,Unknown,[M+Na]+,adduct linked to 12187_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,22.64,SB1,409.17642:1399539 410.17977:251351 411.18313:32892,,1199037.0,1219996.5,1226140.6,1171825.1,1178302.0,1399538.6,1292403.2,1236137.8,1113935.9,1221547.4
14925,26.48_387.19,12187,387.1932,26.484,,,,,Unknown,[M+H]+,adduct linked to 13062_[M+NH4]+; adduct linked to 13306_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,339.64,SB4,387.19318:12549835 388.19653:2442213 389.19989:389330,,12168840.0,11445775.0,11231695.0,10596930.0,11538483.0,12245701.0,12204949.0,12128404.0,12549835.0,11876484.0
14926,26.48_261.18,5241,261.1811,26.484,,,,,Unknown,[M+H]+,similar chromatogram in higher mz_5874; similar chromatogram in higher mz_14456; similar chromatogram in higher mz_18217; similar chromatogram in higher mz_22091; similar chromatogram in higher mz_22541; similar chromatogram in higher mz_23212,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,10.71,SA1,261.18112:1341542 262.18447:138235 263.18783:0,,1341541.8,438166.38,374798.7,879881.75,1031271.94,683698.75,905394.4,537292.3,587182.0,1036858.2
14927,26.49_545.04,19311,545.0449,26.486,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.29,SA1,545.04492:50228 546.04827:0 547.05163:0,,50227.52,33215.69,36519.36,22880.4,41811.44,14866.1,22111.37,26040.79,45356.13,30549.91
14928,26.49_432.25,14456,432.2530,26.488,,,Match #1199,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,173.88,SA5,432.25305:7774872 433.2564:1733309 434.25976:243593,,6046269.5,7771053.0,7519592.0,7286378.0,7774871.5,6653015.5,5729857.5,4091670.5,3032412.8,3073089.0
14929,26.49_282.60,6409,282.5997,26.489,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.74,SB5,282.59973:112281 283.60308:0 284.60644:0,,102086.73,57751.02,68886.27,75124.25,45864.87,98344.16,53400.46,46440.95,93181.25,112281.16
14930,26.49_346.15,10055,346.1466,26.491,,,,,Unknown,[M+Na]+,adduct linked to 8780_[M+H]+,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1.9,SB1,346.14658:369356 347.14993:1448348 348.15329:131031728,,266917.38,143674.28,131267.6,343075.4,107170.09,369355.9,128220.42,140607.02,175322.17,160566.23
14931,26.49_418.24,13755,418.2354,26.491,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.5,SA5,418.23544:337501 419.23879:88536 420.24215:15659,,271977.28,331578.62,305955.6,270372.94,337500.75,292315.75,262487.62,265648.5,142150.52,180300.97
14932,26.49_659.29,22091,659.2939,26.492,,,,,Unknown,[M+Na]+,adduct linked to 22013_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,9.91,SB1,659.29395:274954 660.2973:44657 661.30066:0,,217679.66,234641.9,194687.31,211179.08,244785.02,274953.72,190336.55,187089.05,176592.56,142021.77
14933,26.49_430.24,14331,430.2371,26.492,,,"Match #1199: 26.49_432.25 = [M+H+2] w/ R^2 = 0.843, dRT = 0.004, PHR = 48.762 +/- 20.690",48.76181876172526,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.76,SA3,430.23709:224380 431.24044:21825 432.2438:7539824,,203335.28,215928.67,224380.33,189155.08,179130.27,127014.36,148049.52,99153.05,30624.29,40926.21
14934,26.49_390.19,12319,390.1852,26.494,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.63,SA5,390.18518:533032 391.18853:101727 392.19189:0,,515151.2,477784.22,520106.62,526333.8,533031.94,431377.7,521086.56,491144.78,464283.12,204272.5
14935,26.50_489.36,17215,489.3600,26.497,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.56,SB1,489.35995:85482 490.3633:0 491.36666:0,,77620.44,73771.0,75572.55,77372.04,77047.91,85482.22,64238.08,81348.88,62756.25,81441.32
14936,26.50_654.26,22013,654.2632,26.497,,,,,Unknown,[M+NH4]+,adduct linked to 22091_[M+Na]+,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.48,SA3,654.26324:116653 655.26659:67879 656.26995:0,,107683.46,103694.77,116653.34,95957.94,102913.71,107036.52,29098.2,0.0,0.0,0.0
14937,26.50_494.20,17427,494.1974,26.501,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.02,SA5,494.19736:257508 495.20071:35155 496.20407:103520,,244599.7,246718.55,226325.3,229290.4,257508.42,245809.1,253844.31,0.0,108442.4,0.0
14938,26.50_273.11,5874,273.1055,26.502,,,,,Unknown,[M+H]+,similar chromatogram in higher mz_14456,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,333.74,SA1,273.10553:9071117 274.10888:1498705 275.11224:438234,,9071117.0,8792358.0,8766965.0,8411823.0,8842745.0,8048792.5,8154553.5,8051793.5,7588888.5,7026376.5
14939,26.50_644.47,21830,644.4658,26.502,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,11.15,SA1,644.46582:404835 645.46917:163170 646.47253:29919,,404835.16,136302.27,139181.44,154324.17,248493.4,170612.95,0.0,0.0,0.0,0.0
14940,26.51_645.21,21843,645.2135,26.507,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.03,SA4,645.2135:64970 646.21685:24580 647.22021:0,,64189.02,61389.13,63696.91,64970.06,65193.67,45993.25,58070.59,38547.72,33667.0,53681.57
14941,26.51_716.39,22975,716.3945,26.509,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1.45,SA2,716.39453:57861 717.39788:23783 718.40124:0,,46139.07,57860.55,24093.72,52573.82,6521.97,0.0,0.0,0.0,0.0,0.0
14942,26.51_614.18,21218,614.1785,26.511,Match #2980: Possible duplicate of 26.43_614.18 (0.0%),,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.92,SA1,614.17853:164993 615.18188:75217 616.18524:0,,164993.38,162127.39,163186.64,152110.44,151513.28,166993.39,134596.48,142940.05,161925.5,159302.94
14943,26.52_566.81,20007,566.8106,26.515,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,7.46,SB5,566.81061:208280 567.81396:0 568.81732:480780,,175319.86,192206.48,182525.4,168648.97,175942.62,189019.31,193466.25,190004.67,184800.52,208280.36
14944,26.52_1056.52,25216,1056.5242,26.515,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,6.28,SB2,1056.52417:111663 1057.52752:46456 1058.53088:23495,,98729.5,90925.08,89920.28,78062.71,78026.93,94071.43,111663.32,0.0,7417.21,0.0
14945,26.52_467.24,16172,467.2416,26.517,Match #2380: Possible duplicate of 26.48_467.24 (20.0%),,,,Unknown,[M+H]+,ion correlated with 16171,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,84.63,SA3,467.24161:2864312 468.24496:757643 469.24832:109809,,3190594.2,2410261.8,2864311.5,2780584.8,2862252.5,632561.7,160174.94,107603.59,97879.95,15511.51
14946,26.52_570.81,20135,570.8065,26.519,,,Match #1644,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,32.96,SB3,570.80652:557941 571.80987:88280 572.81323:176308,,532261.75,524862.6,510325.97,497520.28,527406.6,547042.3,548846.8,557941.3,527463.4,544298.75
14947,26.52_568.81,20063,568.8065,26.521,,,"Match #1644: 26.52_570.81 = [M+H+2] w/ R^2 = 0.157, dRT = 0.002, PHR = 0.957 +/- 0.052",0.9567838010160766,Unknown,[M+H]+,similar chromatogram in higher mz_20135,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,25.08,SA1,568.80652:611731 569.80987:144709 570.81323:524944,,611731.44,555908.25,532862.4,493170.7,560378.8,587934.1,563275.06,525594.75,589750.0,552505.7
14948,26.52_785.31,23808,785.3086,26.522,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.84,SB1,785.30865:84299 786.312:18217 787.31536:0,,79652.84,81934.16,77448.41,77467.57,82540.31,84299.32,6814.97,14400.9,0.0,0.0
14949,26.53_528.77,18786,528.7687,26.528,,,,,Unknown,[M+2H]2+,similar chromatogram in higher mz_21830,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,85.72,SA2,528.76874:1564951 529.77209:354930 530.77545:0,,1341852.9,1564950.9,1437849.1,1363039.5,1403948.5,64993.91,16596.12,38811.15,16182.48,14665.55
14950,26.53_474.99,16541,474.9900,26.530,,,"Match #1380: 26.54_476.99 = [M+H+2] w/ R^2 = 0.004, dRT = 0.009, PHR = 1.111 +/- 0.115",1.1114301154487358,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.84,SA1,474.98999:183890 475.99334:23440 476.9967:198698,,183889.53,178154.34,153806.25,155062.44,170775.33,174333.52,153614.47,168980.86,156697.86,140304.86
14951,26.53_448.69,15235,448.6939,26.534,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.99,SA2,448.69391:63343 449.69726:0 450.70062:0,,56692.72,63342.94,31952.31,49454.94,28493.2,13551.71,16809.91,7968.78,11702.89,14215.67
14952,26.54_543.24,19267,543.2432,26.537,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.83,SA3,543.24323:151722 544.24658:59754 545.24994:0,,147393.72,144908.66,151721.73,122710.63,134148.44,119575.77,113798.56,104023.58,92255.37,137637.69
14953,26.54_258.28,5118,258.2799,26.537,,,,,Unknown,[M+H]+,similar chromatogram in higher mz_18786,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,244.56,SA1,258.27994:29494526 259.28329:5133182 260.28665:343376,,29494526.0,6051778.5,5108690.0,5552643.0,7413848.5,139231.83,93307.73,34217.32,29010.52,46000.36
14954,26.54_422.29,13953,422.2903,26.538,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.39,SA1,422.29031:522924 423.29366:104205 424.29702:0,,522923.5,26573.12,105170.99,114225.68,77358.18,171293.02,32680.45,88262.77,81279.99,65180.48
14955,26.54_476.99,16636,476.9874,26.539,,,Match #1380,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.61,SA1,476.9874:195879 477.99075:25560 478.99411:0,,195879.3,178682.66,179197.89,167929.73,185336.78,171151.11,185559.94,169470.92,177493.61,194670.42
14956,26.54_391.04,12368,391.0364,26.541,Match #1896,,,,Unknown,[M+H]+,adduct linked to 13486_[M+Na]+,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,7.11,SB5,391.03644:591805 392.03979:127589 393.04315:337058,,301687.53,463954.8,526502.5,515779.88,566228.44,523014.53,506654.34,453615.7,533476.3,591805.1
14957,26.54_843.38,24295,843.3770,26.541,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.49,SA2,843.37701:126609 844.38036:50355 845.38372:30365,,117187.97,126609.16,90427.59,84109.07,69910.34,27978.41,25586.53,5952.3,6755.02,0.0
14958,26.54_588.30,20596,588.3033,26.543,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.51,SA3,588.30328:127155 589.30663:36108 590.30999:0,,116297.6,113983.22,127154.73,117951.95,107465.97,98132.77,97823.5,105322.05,98321.15,81542.84
14959,26.54_876.20,24494,876.1950,26.544,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,27.83,SA1,876.19501:524235 877.19836:294009 878.20172:180382,,524234.7,512281.5,482101.28,433235.2,463123.3,508428.2,98982.17,18385.57,10646.48,7363.64
14960,26.55_663.25,22151,663.2451,26.545,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.62,SA1,663.24506:93163 664.24841:74647 665.25177:0,,93162.77,84536.3,73549.09,39869.88,31370.49,0.0,0.0,0.0,0.0,0.0
14961,26.55_413.02,13486,413.0193,26.547,Match #2036: Possible duplicate of 26.59_413.02 (0.0%),,,,Unknown,[M+Na]+,adduct linked to 12368_[M+H]+,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.35,SB5,413.01932:65551 414.02267:0 415.02603:0,,47901.48,23639.67,48024.52,41061.99,38127.56,64317.48,58448.31,54782.36,61738.37,65551.44
14962,26.55_324.14,8780,324.1352,26.548,,,,,Unknown,[M+H]+,adduct linked to 10055_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.96,SB2,324.13522:442025 325.13857:34484 326.14193:0,,405059.7,406108.88,399775.6,383892.9,419427.9,369043.1,442025.44,392176.62,388641.84,361262.5
14963,26.55_316.32,8424,316.3221,26.552,Match #1363: Possible duplicate of 26.60_316.32 (10.0%) | Match #1364,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,89.58,SA3,316.32208:8305307 317.32543:1569161 318.32879:212713,,2809520.2,2521505.8,8305307.0,361153.62,1398901.9,35579.21,789585.8,3591423.0,260665.77,924123.44
14964,26.55_329.32,9120,329.3169,26.553,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.67,SA1,329.31686:118719 330.32021:32116 331.32357:8424,,118718.77,95769.98,84476.04,113688.63,105068.09,0.0,0.0,0.0,0.0,0.0
14965,26.55_626.32,21473,626.3231,26.554,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.18,SA2,626.32312:184917 627.32647:37081 628.32983:0,,145695.75,184917.16,164867.38,180717.62,162333.73,152680.98,37672.69,31299.99,21097.59,19999.84
14966,26.55_436.31,14666,436.3063,26.555,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.32,SA1,436.3063:245734 437.30965:43149 438.31301:0,,245733.83,0.0,118184.42,12508.96,10089.78,12165.23,74139.28,0.0,803.83,0.0
14967,26.56_401.17,12922,401.1732,26.557,,,,,Unknown,[M+H]+,adduct linked to 13748_[M+NH4]+,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.33,SB5,401.17322:188843 402.17657:214139 403.17993:138248,,147130.84,111981.07,122709.59,119582.88,141241.0,141344.6,149728.38,123606.33,138952.66,188843.17
14968,26.56_418.20,13748,418.2004,26.562,,,,,Unknown,[M+NH4]+,adduct linked to 12922_[M+H]+,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.43,SA3,418.20041:101350 419.20376:0 420.20712:0,,89695.9,81271.08,101349.95,89559.02,78346.82,85711.52,98358.25,105663.87,88106.3,98667.99
14969,26.56_410.06,13335,410.0600,26.563,,,,,Unknown,[M+NH4]+,adduct linked to 12475_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.44,SB1,410.05997:194145 411.06332:29725 412.06668:27245,,191295.1,186928.53,182708.8,144102.98,174914.94,194145.17,184089.48,189317.73,170535.42,173251.56
14970,26.56_393.03,12475,393.0343,26.564,,,Match #1039,,Unknown,[M+H]+,adduct linked to 13335_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.6,SB1,393.0343:353780 394.03765:48824 395.04101:74416,,341613.12,319530.25,345185.6,340161.0,316684.78,353780.44,329646.5,327060.47,327629.47,337075.44
14971,26.56_408.06,13255,408.0641,26.564,,,,,Unknown,[M+NH4]+,adduct linked to 12370_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.27,SB3,408.06412:306866 409.06747:48206 410.07083:153910,,277886.3,278090.75,264524.2,246406.77,269737.3,261435.31,285096.7,306865.8,285840.97,288296.78
14972,26.57_607.04,21042,607.0439,26.565,Match #2960: Possible duplicate of 26.62_607.04 (10.0%),,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.77,SA2,607.04388:91292 608.04723:0 609.05059:0,,67855.8,91292.34,60920.97,56358.59,47447.88,14899.59,60228.85,8715.08,13369.94,21774.53
14973,26.57_114.42,457,114.4211,26.568,Match #058: Possible duplicate of 26.61_114.42 (10.0%),,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.71,SA2,114.4211:53550 115.42445:0 116.42781:0,,45597.54,53549.99,40105.51,37763.69,41999.45,25890.09,12056.0,0.0,37216.23,0.0
14974,26.57_574.18,20213,574.1846,26.569,,,"Match #1656: 26.58_577.19 = [M+H+3] w/ R^2 = 0.003, dRT = 0.011, PHR = 9.086 +/- 2.502",9.085853193594891,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.89,SA3,574.18457:65859 575.18792:0 576.19128:0,,55395.36,34852.72,65858.87,44008.87,60401.79,33680.87,64407.98,56883.13,45328.41,60265.29
14975,26.57_391.04,12370,391.0367,26.571,Match #1896: Possible duplicate of 26.54_391.04 (20.0%),,"Match #1039: 26.56_393.03 = [M+H+2] w/ R^2 = 0.041, dRT = 0.007, PHR = 0.637 +/- 0.035",0.6367089752705678,Unknown,[M+H]+,adduct linked to 13255_[M+NH4]+,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,7.56,SA5,391.03671:566228 392.04006:80142 393.04342:264100,,517202.75,527284.2,526502.5,514892.5,566228.44,533553.06,548558.2,512195.97,485931.28,519961.66
14976,26.57_691.03,22590,691.0267,26.572,,,,,Unknown,[M+H]+,ion correlated with 6880,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,66.33,SA2,691.02667:979821 692.03002:296015 693.03338:41731,,862275.9,979821.44,933859.75,879806.75,934670.75,19993.53,15111.34,7083.13,0.0,0.0
14977,26.57_318.30,8527,318.3005,26.573,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,53.45,SB5,318.30045:3566952 319.3038:759139 320.30716:82231,,48652.02,12445.39,12578.0,7422.54,14415.37,18852.92,1374915.4,1580753.5,2343812.0,3566951.8
14978,26.57_358.30,10722,358.2967,26.575,,,Match #901,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1.91,SA4,358.29669:254714 359.30004:0 360.3034:1503982,,236073.14,230666.69,204429.81,254713.66,243238.2,186314.52,210598.1,227233.34,178498.75,163396.03
14979,26.57_654.01,22006,654.0104,26.575,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.37,SA1,654.01038:73814 655.01373:0 656.01709:97710,,73813.66,62649.14,52291.28,53999.55,43445.29,10757.8,22320.55,16828.38,6285.75,9527.78
14980,26.58_191.20,2416,191.2013,26.577,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.42,SA3,191.20128:809045 192.20463:0 193.20799:0,,583577.7,804983.25,809044.94,733769.2,772432.7,727066.9,848415.94,661264.44,703003.0,748154.75
14981,26.58_446.12,15112,446.1169,26.577,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.05,SA3,446.11691:127421 447.12026:0 448.12362:0,,123761.77,111631.91,127420.79,90016.37,77136.7,15737.09,11606.92,14955.66,20518.1,26568.77
14982,26.58_360.31,10811,360.3111,26.577,,,"Match #921: 26.59_362.33 = [M+H+2] w/ R^2 = 0.095, dRT = 0.008, PHR = 1.168 +/- 1.511",1.1679330861542452,Unknown,[M+H]+,ion correlated with 9280,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,34.96,SA5,360.3111:1916548 361.31445:443370 362.31781:0,,1449199.5,778553.8,514870.22,1594492.8,1916547.9,1025030.8,981832.5,751736.2,1032134.0,594303.0
14983,26.58_622.25,21381,622.2502,26.578,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,9.85,SA1,622.25024:344004 623.25359:168092 624.25695:0,,344004.28,324470.06,322699.22,294977.72,300122.9,274406.53,261577.44,293537.66,265533.06,223219.64
14984,26.58_320.65,8629,320.6489,26.579,,,,,Unknown,[M+2H]2+,similar chromatogram in higher mz_15653,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,15.73,SA2,320.64886:514838 321.65221:0 322.65557:0,,390415.6,514838.38,479248.88,487869.34,483347.56,471874.5,508875.16,462151.53,488111.06,504397.75
14985,26.58_577.19,20279,577.1919,26.580,,,Match #1656,,Unknown,[M+H]+,similar chromatogram in higher mz_22590; adduct linked to 20865_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,15.09,SB2,577.19189:482907 578.19524:194277 579.1986:0,,439876.12,479117.1,433958.5,408230.6,453631.12,469209.06,482907.34,473235.56,408953.47,423382.25
14986,26.58_337.23,9547,337.2349,26.580,,,,,Unknown,[M+Na]+,adduct linked to 9280_[M+NH4]+,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.3,SA5,337.23489:459365 338.23824:103077 339.2416:21907,,353666.03,189686.03,112596.35,355536.94,459364.66,230795.55,277603.44,230003.66,329495.3,206866.48
14987,26.58_289.10,6807,289.1007,26.581,,,,,Unknown,[M+2H]2+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,21.01,SB5,289.10071:866154 290.10406:28252 291.10742:0,,741131.1,840155.9,826842.8,745098.5,827531.5,748672.8,795985.2,846763.5,835962.0,866153.8
14988,26.58_436.06,14630,436.0598,26.581,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.32,SB2,436.05984:112617 437.06319:0 438.06655:0,,105886.04,97325.34,111173.2,106411.92,91651.66,98013.77,112617.04,69513.72,100665.69,65045.34
14989,26.58_550.30,19480,550.2968,26.581,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.32,SA1,550.29681:69461 551.30016:0 552.30352:0,,69460.68,18669.44,28750.11,62908.92,35057.87,11044.42,64032.31,9296.5,0.0,0.0
14990,26.58_606.35,21024,606.3496,26.583,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.34,SA1,606.34961:82254 607.35296:0 608.35632:0,,82253.8,68615.52,63549.2,35448.16,73483.22,51218.0,42823.86,68258.98,69485.93,56823.11
14991,26.58_332.28,9280,332.2797,26.583,,,,,Unknown,[M+NH4]+,ion correlated with 10811; adduct linked to 9547_[M+Na]+; similar chromatogram in higher mz_24494; similar chromatogram in higher mz_13953,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,25.12,SA5,332.27972:1783325 333.28307:328364 334.28643:40421,,1429653.4,694153.94,474761.62,1484074.8,1783325.2,935661.2,915006.9,781153.0,1046631.9,568133.94
14992,26.59_390.36,12348,390.3589,26.585,Match #1894,,,,Unknown,[M+NH4]+,adduct linked to 12617_[M+Na]+,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,23.28,SB5,390.35892:2578629 391.36227:536324 392.36563:117934,,0.0,0.0,0.0,0.0,11708.94,13762.06,563153.1,580343.8,1476450.0,2578628.8
14993,26.59_362.33,10925,362.3273,26.585,,,Match #921,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,81.15,SB5,362.32733:2519075 363.33068:635452 364.33404:45072,,12210.22,5509.37,0.0,19668.72,16372.9,3530385.8,546654.4,612528.6,1466196.9,2519075.2
14994,26.59_413.02,13485,413.0188,26.586,Match #2036,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.66,SA1,413.01877:61489 414.02212:0 415.02548:0,,61489.39,60492.56,53123.53,56295.34,48101.24,30378.05,28611.67,13127.8,39344.8,10282.28
14995,26.59_599.18,20865,599.1762,26.587,,,,,Unknown,[M+Na]+,adduct linked to 20279_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.95,SB2,599.17615:127035 600.1795:0 601.18286:0,,94118.99,98088.55,94800.29,70502.41,102192.59,99674.23,127034.62,119287.06,108593.41,90468.48
14996,26.59_564.32,19938,564.3191,26.588,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.93,SA4,564.31909:103481 565.32244:26939 566.3258:0,,102568.81,97068.82,79374.68,103480.85,84567.14,89153.81,7673.9,39489.35,7778.2,4635.34
14997,26.59_820.26,24109,820.2598,26.588,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.81,SA2,820.25983:46926 821.26318:0 822.26654:24278,,43482.92,46925.75,44034.23,40309.96,43787.04,37066.16,17971.09,27774.29,8198.58,8071.85
